rank,country,user,affiliation,birth,rating,highest,match,win
86,UA,LeBron,,1993,2936,2986,25,0
87,JP,IH19980412,The University of Tokyo,1998,2931,2989,31,0
88,JP,sigma425,The University of Tokyo,1995,2928,3098,40,0
88,CN,King_George,,,2928,2928,20,0
90,RU,riadwaw,Moscow Institute of Physics and Technology,1993,2927,2999,21,0
91,CN,xyz111,MIT,,2926,2926,9,0
92,CN,gispzjz,,1999,2923,2923,15,0
93,CN,cgy4ever,,,2919,2928,2,1
94,JP,hos_lyric, ,,2916,2944,8,0
95,RU,baz93,AimTech,1993,2915,2915,7,0
96,PL,voover,,1989,2913,3020,25,0
97,JP,asi1024,********* ******** Inc.,1993,2911,2947,22,0
98,HK,alex20030190,The Chinese University of Hong Kong,1997,2909,2979,8,0
99,IR,Reyna,,1999,2908,3121,41,0
100,CN,yjqqqaq,,,2903,2903,5,0
101,JP,latte0119,筑波大学,1998,2902,2922,45,0
101,UA,RomaWhite,,,2902,2902,8,0
103,CN,OMTWOCZWEIXVI,,,2894,2894,8,0
104,CN,samjia2000,,2000,2890,2890,13,0
105,JP,tomerun,"Recruit Communications Co., Ltd.",1983,2884,2884,24,0
105,TW,shik,National Taiwan University,1992,2884,3130,40,0
107,HR,dbradac,,,2880,2880,10,0
108,VN,Zero_sharp,,1990,2879,2879,10,0
108,RU,DmitryGrigorev,Moscow IPT,2000,2879,2879,45,0
110,JP,sky58,346Production & 765LiveTheater,1991,2878,3127,35,1
111,CN,AngryBacon,Shanghai Jiao Tong University,,2876,2876,8,0
111,RU,khadaev,,1998,2876,3002,24,0
113,RU,300iq,,2002,2874,2882,40,0
114,RO,geniucos,"National College '""Dinicu Golescu""",1999,2871,2944,21,0
115,KR,august14,Korea,,2868,2910,27,0
116,RU,VArtem,ITMO University,1993,2860,2862,25,0
117,RU,tinsane,,1998,2857,2857,11,0
118,JP,kawatea,,,2853,2940,35,0
118,ID,jonathanirvings,Google,1996,2853,2853,25,0
120,MY,zscoder,Chung Ling High School,2001,2851,2851,59,0
121,JP,tozangezan,I'm looking for PhD positions in algorithm: https://tozangezan.github.io/,1995,2850,3022,30,0
121,CN,cz_xuyixuan,Changzhou Senior High School of Jiangsu Province,2002,2850,2850,7,0
123,CN,sd0061,Beihang University,1994,2849,2849,11,0
124,CN,waltz,,,2846,2846,16,0
125,CN,Stilwell,,,2841,2841,5,0
126,CN,rqgao2014,Nanjing Foreign Language School,2000,2839,2839,12,0
127,FR,Rafbill,,1996,2838,2947,35,0
128,BY,Arterm,Moscow Institute of Physics and Technology,1996,2833,3160,35,0
129,JP,wo01,The University of Tokyo,,2829,2829,21,0
130,CN,fqw,,1993,2828,2828,7,0
131,GE,USA,,,2825,2893,17,0
132,CN,fateice,,2000,2823,2823,4,0
133,CN,ftiasch,SJTU,1993,2821,2828,21,0
134,JP,joisino,Kyoto University,,2818,2818,15,0
135,CN,diamond_duke,Nanjing Foreign Language School,2003,2816,2816,24,0
136,JP,rickytheta,Tokyo Institute of Technology,1997,2815,2851,78,0
137,FI,Laakeri,University of Helsinki,1996,2810,2810,14,0
138,RU,Kaban5,,,2809,2809,18,0
139,JP,kmjp, ,,2804,3050,60,0
139,JP,E869120,Paken,2002,2804,2859,51,0
141,JP,kobae964,某社,1993,2803,2851,61,0
141,CA,y0105w49,,,2803,2803,9,0
143,IR,Deemo,,1999,2802,2940,18,0
143,RU,AndreySergunin,Moscow IPT,1997,2802,2802,14,0
145,JP,natsugiri,,,2801,2861,31,0
146,UZ,Timur_Sitdikov,,1992,2792,2792,38,0
147,TW,eddy1021,National Taiwan University,,2790,2879,42,0
148,SK,xellos,KSP Slovakia,1994,2788,2835,24,0
148,HR,ikatanic,student,,2788,2832,14,0
150,RO,atatomir,--,1999,2787,2800,14,0
151,JP,nuip,,1995,2777,2902,43,0
152,AU,jerrym,,,2769,2769,18,0
152,CN,YMDragon,,2000,2769,2769,6,0
154,KR,zigui,Seoul National University,1996,2760,2783,9,0
155,JP,Aquarius,The University of Tokyo,,2756,2756,53,0
156,CN,ugly2333,NSFZ,2002,2755,2755,23,0
157,KR,khsoo01,Seoul National University,2000,2754,2784,18,0
158,IN,rajat1603,Chennai Mathematical Institute,1998,2750,2750,24,0
159,TW,t1016d,National Taiwan University,1996,2747,2848,33,0
159,GQ,l__ZeRo_t,,,2747,2747,11,0
161,AR,mjhun,Universidad Nacional de Cordoba,1994,2743,2795,12,0
162,PL,krismaz,Jagiellonian University,1995,2739,2855,19,0
163,JP,mcfx,,,2733,2733,11,0
164,US,lewin,,1993,2730,2759,16,1
165,LT,KrK,Google,1991,2726,2903,36,0
166,JP,climpet, ,,2725,2755,13,0
167,BY,progmatic,,2000,2722,2802,24,0
168,CN,palayutm,,,2719,2719,23,0
169,JP,camypaper,,,2718,2758,26,0
169,TW,johnchen902,National Taiwan University,1997,2718,2765,10,0
171,CN,sfiction,Zhejiang University,1996,2713,2761,15,0
171,CN,VegetableChicken,,,2713,2713,1,0
173,JP,ats5515,The University of Tokyo,,2712,2731,76,0
174,CN,jiaqiyang,Tsinghua University,1999,2711,2711,11,0
175,TW,iloveUtaha,National Experimental High School,2001,2709,2709,20,0
176,RU,Vercingetorix,,1989,2708,2708,8,0
177,CH,dacin21,ETH,,2707,2707,3,0
178,AU,izrak,,,2705,2705,6,0
179,JP,anta,...,,2697,2975,31,0
180,JP,Kmcode,Denmark,2001,2696,2696,46,0
181,CN,only_hard,,,2695,2695,8,0
182,CN,yanQval,,,2688,2688,7,0
183,KR,tlwpdus,Seoul National University,2000,2686,2686,8,0
184,CN,laofu,,,2677,2677,9,0
185,KR,mulgokizary,Pink Panda University,1991,2673,2673,6,0
186,CN,Tommyr7,,2000,2672,2684,21,0
187,UA,Andrew_Makar,,,2668,2668,9,0
188,JP,zerokugi,某社,1992,2667,2753,40,0
189,IT,dario2994,,,2666,2666,12,0
190,JP,satashun,The University of Tokyo,1996,2665,2689,52,0
190,CN,skydec,,1999,2665,2665,5,0
192,AU,GendelPiekel,University Of New South Wales,1997,2660,2820,6,0
192,RU,gritukan,,1998,2660,2698,26,0
194,CN,dy0607,Yali Middle School,2001,2659,2659,16,0
195,SG,pwypeanut,,1999,2658,2691,21,0
196,JP,beet,会津大学,,2656,2687,93,0
196,CN,Y_UME,,,2656,2656,11,0
198,JP,Komaki,東京大学,,2648,2648,7,0
198,JP,hitonanode,NTT Media Intelligence Lab.,1993,2648,2671,25,0
200,AU,abyssmall,,,2639,2639,4,0
201,IR,alish,,2000,2638,2638,18,0
202,JP,TangentDay,"Recruit Communications Co., Ltd.",1993,2637,2681,93,0
203,JP,Lepton,The University of Tokyo,,2636,2638,36,0
203,BD,dragoon,,1986,2636,2724,37,0
205,CN,xllend3,,,2632,2632,4,0
205,RU,cdkrot,,,2632,2632,19,0
207,CN,AwD,,,2631,2688,2,0
208,PL,mareksom,University of Warsaw,1995,2621,2655,9,0
209,DE,pwild,FAU,,2618,2618,28,0
210,RU,kraskevich,,1996,2615,2615,13,0
210,CN,yww,,,2615,2615,4,0
212,JP,sheyasutaka,,2003,2614,2624,48,0
213,RO,AndreiNet,,1998,2613,2643,15,0
213,CA,splittinghares,,1999,2613,2673,22,0
213,CN,orbitingflea,,2001,2613,2613,11,0
213,CN,jah_melon,,2001,2613,2613,11,0
217,ID,wifi,Institut Teknologi Bandung,1996,2611,2698,43,0
217,CN,OhWeOnFire,,2002,2611,2720,14,0
217,RU,voidmax,,,2611,2611,8,0
217,CN,ccz181078,,,2611,2611,4,0
217,JP,re_sha,,,2611,2615,18,0
222,CN,zhongzihao,,,2610,2610,36,0
222,CN,yx_lu,,2000,2610,2610,6,0
224,CN,supy,,2003,2606,2675,24,0
225,JP,Pulmn,,,2604,2637,51,0
226,JO,Motarack,PSUT,1997,2602,2619,50,0
226,PL,Tabasz,University of Warsaw,1997,2602,2626,10,0
228,CN,wtw,,1996,2600,2615,13,0
228,RU,scanhex,,2002,2600,2603,14,0
230,JP,math,Indeed,,2599,2828,74,0
231,JP,drafear,Kyoto University,1995,2593,2593,49,0
232,KR,kdh9949,Seoul National University,1999,2592,2592,17,0
232,CN,stilltooyoung,,,2592,2656,10,0
234,CN,yfzcsc,,,2591,2591,9,0
234,CN,guo,Yali High School,,2591,2622,13,0
236,JP,goto,paken,,2589,2623,14,0
236,JP,PIandS,,,2589,2712,63,0
238,CN,lastans7,,,2587,2631,15,0
239,RO,fanache99,,,2586,2689,13,0
240,RU,pavelsavchenkov,,1994,2585,2585,28,0
241,TW,PECaveros,NTU,1996,2583,2583,8,0
242,JP,riantkb,Tokyo Tech,1995,2582,2591,66,0
242,CN,tqyaaaaang,,,2582,2617,13,0
242,CA,Eliden,,1998,2582,2593,19,0
245,RO,tamionv,,1999,2580,2612,7,0
246,JP,smiken,,1994,2578,2594,68,0
246,CN,Miceren,SJTU,1995,2578,2578,6,0
248,KR,imeimi2000,,2000,2577,2588,7,0
249,SE,nigus,,,2575,2575,42,0
250,JP,ir5," Preferred Networks, Inc.",1989,2574,2652,13,0
250,RU,Ping_Pong,,2001,2574,2637,25,0
250,IN,Cerberus97,IIIT Delhi,1997,2574,2574,46,0
253,JP,reew2n,筑波大学,1997,2573,2588,57,0
253,CN,rqy,,2002,2573,2573,18,0
255,RU,darinflar,,,2572,2572,6,0
256,CN,xyz2606,sjtu,,2571,2571,8,0
256,CN,Roundgod,Nanjing University,1999,2571,2590,19,0
258,CN,Demerzel_IV,Yali Middle School,2001,2570,2573,21,0
259,UA,MrDindows,,1994,2569,2732,16,0
260,RU,grumpy_gordon,,2000,2568,2686,29,0
261,CN,tour1st,,2005,2567,2567,9,0
262,JP,catupper,UT,1996,2564,2673,46,0
263,CA,FatalEagle,University of Waterloo,1998,2563,2663,11,0
263,BE,vlecomte,Columbia University,1996,2563,2582,14,0
263,CN,wzp,,,2563,2563,23,0
266,IN,teja349,IIT Madras,1998,2562,2647,32,0
267,PL,ania,Polish Academy of Sciences,1991,2561,2561,15,0
267,CN,wcz111,,2001,2561,2561,9,0
269,RU,sert,,1996,2557,2557,5,0
270,CN,zltttjm,,1926,2555,2555,8,0
271,RU,isaf27,239,2000,2554,2595,13,0
272,JP,logicmachine,,,2552,2753,66,0
273,JP,goodbaton,Tokyo Tech,1998,2551,2551,37,0
274,RU,Belonogov,Russia,,2549,2678,12,0
274,KR,unused,,,2549,2549,10,0
276,JP,tempura0224,Kyoto University,1996,2548,2548,42,0
277,KR,ainu7,Software Engineer,,2545,2705,9,0
277,IN,jtnydv25,,1998,2545,2545,17,0
279,JP,pekempey,Niigata University,1995,2544,2555,75,0
279,AU,Whalanator,,1995,2544,2544,18,0
281,IN,alecsyde,IIT Kanpur,1995,2542,2583,17,0
282,BR,fsouza,,1993,2539,2693,19,0
283,PL,elvina,,1996,2538,2538,13,0
284,RU,andrey_efremov,,,2537,2537,9,0
284,US,dragonslayerit,,,2537,2537,3,0
286,JP,hoget157,The University of Tokyo,2000,2533,2624,59,0
287,JP,phidnight,UT,,2531,2570,11,0
288,CN,Cyani,Hangzhou Xuejun High School,2003,2530,2530,23,0
289,VN,chemthan,FPT University,1992,2529,2694,37,0
290,TW,hank55663,,,2527,2527,27,0
291,RU,BudAlNik,ITMO University,1997,2526,2631,13,0
292,RU,dprpavlin,,1992,2524,2566,7,0
293,VN,dnk,東京工業大学,1997,2523,2604,15,0
293,CN,Anson,,,2523,2523,6,0
295,CN,s1451900,,1998,2522,2522,4,0
296,KR,polequoll,,,2519,2519,3,0
297,CN,mjy0724,Hangzhou Xuejun High School,2000,2517,2575,10,0
298,AU,gongy,,,2516,2516,10,0
299,BY,avolchek,,,2515,2583,10,0
299,US,socketnaut,Cornell University,1994,2515,2515,12,0
301,JP,square1001,KCLC,2002,2512,2675,57,0
301,CN,rowdark,Shanghai Jiao Tong University,,2512,2512,2,0
301,CN,lsmll,ZJU,1997,2512,2512,11,0
304,JP,hirosegolf,unlambda,,2509,2560,20,0
305,KR,jihoon,KAIST,1998,2507,2507,17,0
306,HK,nhho,The Chinese University of Hong Kong,1997,2505,2505,31,0
307,PL,Miyukine,,1999,2504,2504,15,0
307,JP,cyz666,東京八王子幼稚园,2001,2504,2504,10,0
309,CN,Wearry,,2001,2502,2530,16,0
310,JP,mamekin,社会人,1988,2501,2581,43,0
311,JP,noshi91,Tokyo Institute of Technology,,2499,2582,49,0
312,JP,yuma000,Kyoto University,1995,2497,2505,17,0
312,IR,imang,,,2497,2497,12,0
314,KR,kcm1700,,,2496,2524,13,0
314,CN,missever,,,2496,2496,9,0
316,UA,mHuman,-,1999,2493,2531,22,0
316,CN,liumh8,Sun Yat-Sen University,1997,2493,2530,10,0
318,CN,whzzt,,2001,2491,2491,3,0
319,MD,reality,MIT,2000,2490,2490,39,0
320,RU,Kurpilyansky,,1993,2488,2579,10,0
321,KR,Namnamseo,Seoul National University,2000,2487,2654,26,0
322,JP,wafrelka,おふとん,,2485,2549,25,0
322,BY,subscriber,,1995,2485,2485,6,0
322,JP,kort0n,The University of Tokyo,1997,2485,2485,27,0
325,UA,BigBag,,1999,2484,2497,19,0
326,KR,OnionPringles,,1995,2483,2483,7,0
327,JP,tos,PFN,,2481,2544,14,0
327,BG,radoslav11,Plovdiv High School of Mathematics,2001,2481,2481,18,0
329,JP,gazelle,Kyoto University,1997,2478,2482,62,0
329,UA,Vasyl,,,2478,2573,5,0
331,CN,lis,The High School Affiliated to Anhui Normal University,2000,2477,2535,16,0
332,UA,Wrinx,,,2476,2506,21,0
332,CN,xiper,University of Electronic Science and Technology of China,,2476,2476,11,0
334,KR,kajebiii,Seoul National University,1998,2474,2566,8,0
335,IN,rahuldugar,IIT Roorkee,2000,2473,2473,29,0
335,JP,betrue12,,1988,2473,2473,31,0
335,RS,TadijaSebez,,2001,2473,2473,13,0
338,JP,pes,NOP,,2472,2472,16,0
338,US,chenmark,MIT,1990,2472,2477,23,0
338,CN,WuHongxun,,,2472,2505,12,0
341,JP,heno239,Kyoto University,1999,2470,2470,41,0
341,GE,BaKIn,,2002,2470,2470,16,0
343,CN,frank_c1,Tsinghua University,2000,2469,2508,14,0
343,CN,funcsr,,,2469,2489,50,0
343,HK,chb1975,,1975,2469,2469,21,0
346,RO,teomrn,,,2468,2480,10,0
347,IN,akashdeep,,1992,2467,2467,28,0
347,CN,yybyyb,Changjun High School,,2467,2492,9,0
349,VN,I_love_Hoang_Yen,Google,1992,2463,2489,9,0
350,JP,potetisensei,kyuridenamida,,2461,2565,25,0
351,JP,JTJL,...,1996,2459,2574,11,0
351,CN,xzkflowey,,2001,2459,2459,9,0
353,RU,savinov,,,2456,2456,8,0
354,JP,leign,東京大学,1996,2455,2476,69,0
355,UA,Wild_Hamster,,1995,2452,2452,12,0
356,SG,guangxuan,,1999,2451,2460,24,0
357,JP,btk15049,nitech,1994,2445,2610,57,0
357,CN,littlesheep,,1991,2445,2465,6,0
357,CN,swm_sxt,,2000,2445,2445,20,0
360,SG,mister,-,,2443,2443,6,0
360,CN,qiqi20021026,,2002,2443,2443,8,0
362,TW,bigINnnner,,2016,2442,2551,36,0
363,AU,AngusRitossa,,2001,2438,2438,25,0
364,JP,ixmel_rd,Ritsumeikan University,1995,2436,2464,43,0
364,CN,clatisus,Beihang University,1997,2436,2436,20,0
366,CN,cuiaoxiang,,1983,2435,2435,23,0
367,TW,tmwilliamlin168,,2002,2434,2453,15,0
367,PL,Rzepa,University of Wrocław,,2434,2434,7,0
369,CN,nqiiii,Hangzhou Xuejun High School,,2431,2431,6,0
370,JP,kimiyuki,Kobe University,1995,2430,2524,42,0
371,ZW,qwqwq,,1930,2429,2429,5,0
372,JP,drken,MSI,,2427,2503,37,0
372,RU,Denisson,,2000,2427,2427,11,0
374,CN,zhan8822,,2000,2426,2468,6,0
375,TW,bobogei81123,NTU,,2425,2425,3,0
376,CN,shanquan2,,,2424,2424,2,0
377,RS,ivan100sic,University of Nis,1995,2423,2423,7,0
378,RU,Kronecker,,,2421,2525,12,0
378,CN,orzGEOTCBRL,,2000,2421,2421,9,0
380,JP,tokoharu,,1991,2419,2508,15,0
380,CN,tun,Fudan U,,2419,2419,3,0
380,MD,yoseisan,,,2419,2477,37,0
383,CN,ESpace,,2000,2418,2469,12,0
384,JP,amylase,"indeed, inc.",,2416,2431,34,0
385,RU,bidzilya,,,2412,2412,10,0
386,TW,cchao,National Taiwan University,,2411,2433,23,0
386,RO,Mikester,,,2411,2478,14,0
386,CN,linkct,,,2411,2464,9,0
389,CN,zhan8855,,2000,2409,2409,12,0
390,CN,Victor_Lee,,,2407,2407,32,0
391,JP,ynymxiaolongbao,Paken,2003,2406,2406,58,0
392,IR,LiTi,,1998,2405,2410,9,0
392,VN,abc123,,1999,2405,2449,25,0
392,CN,djq_cpp,Nanjing Foreign Language School,2005,2405,2405,15,0
395,JP,mechanicalpenciI,Uts1-B1,2000,2403,2421,22,0
396,CN,fwm94,Nanjing University,1994,2402,2465,21,0
396,RU,Ilya_MSU,,,2402,2420,10,0
398,IR,sasa99,,1999,2401,2528,12,0
399,JP,chocorusk,Kyoto University,1995,2398,2398,33,0
400,CA,azneye,University of Waterloo,,2397,2397,14,0
400,US,negativeb,MIT,,2397,2397,8,0
402,CN,zhou888,Yali Middle School,2002,2394,2395,17,0
403,JP,ryoissy,Waseda University,1995,2393,2456,71,0
404,JP,omeometo,,,2392,2392,5,0
404,UA,Fcdkbear,,1992,2392,2392,12,0
406,JP,June_boy,Shibuya Junior High School,2004,2391,2415,57,0
407,JP,ogiekako, ,,2389,2544,20,0
407,CN,AcrossTheSky,HangZhou XueJun High School,1998,2389,2389,3,0
407,JP,kyopro_friends,Japari Park,,2389,2422,28,0
410,PL,shadowatyy,,,2388,2388,12,0
411,KR,tncks0121,??,,2386,2402,11,0
411,CN,cyand1317,HSEFZ,2000,2386,2386,17,0
413,RO,laurageorgescu,ICHB,2000,2385,2433,12,0
413,CN,t0urist,,2004,2385,2385,26,0
415,CN,ShichengXiao,Yali Middle School,2002,2384,2384,23,0
416,US,TusanHomichi,,,2383,2383,8,0
417,JP,piroz95,Tokyo Institute of Technology,1995,2382,2440,40,0
417,CN,EricHuang2003,The Experimental High School Attached to BNU,2003,2382,2382,5,0
419,JP,Hoi_koro,,1992,2381,2400,71,0
419,RU,enot,,1993,2381,2499,10,0
421,CN,Warden,,,2380,2380,16,0
422,RU,azukun,,,2379,2444,23,0
423,RO,mcalancea,,,2378,2461,21,0
424,JP,platypus,unidentified,,2376,2410,75,0
425,CN,sillybee,,2001,2375,2375,7,0
426,CN,OrenjiSora,,1995,2373,2373,7,0
427,JP,satanic0258,Muroran Institute of Technology,1996,2372,2516,95,0
428,JP,hamadu,???,1988,2371,2503,43,0
429,CN,TianXie,Shanghai University of Finance and Economics,1991,2369,2512,17,0
429,CN,rqgao2014_a,Nanjing Foreign Language School,2000,2369,2369,2,0
431,RU,demon1999,ITMO university,1999,2368,2391,8,0
432,RU,Gassa,SPbSU,1984,2367,2560,18,0
433,JP,choikiwon,,1995,2363,2403,16,0
434,CN,Gayyy,,2004,2360,2360,3,0
435,VN,creatnx,,,2359,2457,18,0
436,CN,Frost,,,2358,2358,9,0
437,CN,cwystc,Hangzhou No.2 High School,2001,2357,2386,21,0
437,CN,SHENZHEBEI,,2002,2357,2549,14,0
437,CN,core_wsy700,,,2357,2357,3,0
440,JP,nwin,,,2352,2358,53,0
440,JP,staka,None,,2352,2352,9,0
442,US,scott_wu,Harvard University,1996,2351,2351,2,0
443,CN,cogito,,,2348,2357,16,0
444,CN,beginend,,2001,2346,2346,13,0
445,JP,leaf1415,University of Fukui,1994,2345,2345,55,0
446,PL,fruwajacybyk,,1988,2344,2489,26,0
447,JP,eha,"Recruit Communications Co., Ltd.",,2342,2342,11,0
447,JP,nikutto,Kyoto University,1997,2342,2425,65,0
447,FI,mangolassi,University of Helsinki,1999,2342,2342,6,0
450,JP,Hec,A Certain Company,1994,2341,2503,89,0
450,CN,zhouzhendong,,,2341,2341,12,0
450,JP,sumitacchan,,1994,2341,2341,23,0
453,JP,olphe,Tokyo University of Agriculture and Technology,1998,2340,2412,85,0
453,RU,EgorLifar,,2003,2340,2447,34,0
455,JP,fuppy0716,The University of Tokyo,1996,2339,2378,43,0
456,RU,irkstepanov,MIPT,1998,2337,2393,17,0
457,CN,heyshb,,1997,2335,2335,11,0
457,RU,Alexandr_TS,,1998,2335,2348,16,0
459,KR,Doju,Seoul National University,1995,2334,2485,18,0
459,IR,amoo_safar,Tehran Allameh Helli High Schools no. 1,2003,2334,2334,11,0
461,JP,kazuma,Kyoto University,1997,2332,2483,77,0
462,JP,tanzaku,Ω＼ζ°)ﾁｰﾝ,,2331,2484,93,0
462,JP,gasin,ut,1997,2331,2478,49,0
462,CN,ZhusongLi,,1986,2331,2342,16,0
465,CN,Akigeor,,,2330,2330,10,0
465,UA,famafka,,,2330,2419,18,0
467,CN,fangyoule,,2002,2329,2329,7,0
468,UA,melnyk,,1994,2327,2524,21,0
469,JP,nai,P,1991,2326,2353,36,0
470,UA,nobik,,,2325,2485,25,0
470,CN,csy2005,18724019538,2005,2325,2325,29,0
472,CN,SD_le,,,2324,2324,12,0
472,US,cliu568,MIT,1999,2324,2324,6,0
474,JP,omochana2,The University of Tokyo,,2323,2405,27,0
474,US,hawkomg,,,2323,2323,11,0
476,IN,sahilgrover,,1994,2322,2340,9,0
476,JP,risujiroh,The University of Tokyo,1997,2322,2365,32,0
478,CN,jufusong,,,2320,2320,6,0
478,CN,HeHere,Yangzhou High School of Jiangsu Province,2003,2320,2320,6,0
480,JP,dohatsutsu,,1994,2319,2465,53,0
480,CN,Magolor,,2001,2319,2356,9,0
482,CN,skyline,,2002,2317,2317,13,0
483,CN,goodqt,,,2316,2370,9,0
483,RU,rembocoder,,1996,2316,2316,3,0
485,RS,boba5551,,,2315,2326,28,0
486,RU,ifsmirnov,,,2314,2369,7,0
487,AU,MathCrusader,Monash University,1989,2312,2465,17,0
487,RU,Andreikkaa,Moscow SU,1998,2312,2339,11,0
487,NL,TimonKnigge,,,2312,2383,6,0
490,CN,mayaohua,,,2311,2311,3,0
491,CN,Kazami,Fudan University,1995,2309,2309,4,0
491,BY,Ra16bit,,1990,2309,2309,8,0
493,JP,akouryy,The University of Tokyo,,2306,2433,26,0
494,RO,eudanip,,1995,2305,2305,9,0
495,CZ,wave,,1997,2304,2517,8,0
496,JP,kenimo,,,2303,2303,24,0
496,IR,Sa1378,KhAsTeGaN,1999,2303,2303,5,0
498,JP,kotamanegi,Osaka University,2000,2302,2302,89,0
498,CN,Fop_zz,,,2302,2302,12,0
500,CN,QAQAutoMaton,www.cnyali-lk.com,2005,2301,2301,16,0
