rank,country,user,affiliation,birth,rating,highest,match,win
4490,JP,hogeandfuga,Kyoto University,1995,1217,1232,37,0
4500,JP,Masumi,RiPPro,1999,1216,1216,35,0
4500,US,chef29,,,1216,1234,22,0
4500,JP,TOBO,日本,1997,1216,1294,49,0
4500,JP,hohomu,,1995,1216,1216,2,0
4500,JP,ytakata69,,,1216,1237,18,0
4500,CN,C20191522TL,,2004,1216,1216,10,0
4500,CN,bdzxt01,,1901,1216,1216,4,0
4500,JP,komori1123,とーこーだい,1998,1216,1252,17,0
4500,JP,kusarimodoki,慶應義塾大学,1998,1216,1259,30,0
4509,ID,thegalang,,2000,1215,1215,7,0
4509,ID,phillotunru,Smak Penabur Gading Serpong,2001,1215,1215,4,0
4509,NL,robert30,,,1215,1215,12,0
4509,VE,gdka,,1996,1215,1215,18,0
4509,CN,The_27,CCCP,1915,1215,1259,17,0
4509,IR,muht,,2001,1215,1234,11,0
4509,CN,WilliamPen,,2003,1215,1233,10,0
4509,IN,shash42,,2001,1215,1215,3,0
4509,RU,Jeanette,,,1215,1215,7,0
4509,JP,qython,,,1215,1215,15,0
4509,JP,yak,Tokyo Institute of Technology,1996,1215,1215,6,0
4520,JP,yhara,yhara.jp,1983,1214,1214,12,0
4520,JP,lodnix,SU,,1214,1282,53,0
4520,RO,lungualex00,,,1214,1214,9,0
4520,JP,mice,,2001,1214,1250,16,0
4520,JP,Urei2200,Waseda University,1998,1214,1214,14,0
4520,JP,malbare666,,1991,1214,1219,15,0
4520,ID,x_zadfar,Bandung State Polytechnic,1998,1214,1214,23,0
4520,JP,nessie,,1990,1214,1234,36,0
4520,CN,numberes,,,1214,1214,12,0
4520,JP,senritsuki,,,1214,1214,17,0
4530,CN,WenDavid,Middle School,2002,1213,1213,5,0
4530,JP,aznyn,,1994,1213,1213,12,0
4530,CN,DXC,,,1213,1213,5,0
4530,JP,akimotty,,1998,1213,1235,44,0
4530,CN,huas_wake,HUAS,1999,1213,1213,18,0
4530,RU,usachevd0,,,1213,1213,2,0
4530,PL,Fly_37,University of Wrocław,1999,1213,1213,2,0
4537,JP,j6jhon,beginner,,1212,1212,4,0
4537,JP,otyaduke_117,The University of Electro-Communications,1994,1212,1263,54,0
4537,JP,corochann,,,1212,1270,6,0
4537,JP,Arthur_Lugh,(っ¯^¯c)... Kyoto University,1996,1212,1297,53,0
4537,IN,Sonic_AKS,Nothing,1997,1212,1212,18,0
4537,JP,sk0,,1995,1212,1212,13,0
4537,US,skaw,,1998,1212,1219,28,0
4544,JP,fujidig,University of Tsukuba,,1211,1248,24,0
4544,JP,Kuske,海城高校コンピューター部,2002,1211,1211,24,0
4544,JP,pslime,,,1211,1211,27,0
4544,JP,aoneko,,1999,1211,1211,22,0
4544,CN,wushuhan,,,1211,1211,8,0
4544,JP,ut6489,東京大学,1998,1211,1211,3,0
4544,JP,rikka,,,1211,1312,24,0
4544,JP,tkeita,,,1211,1211,9,0
4544,JP,urga,,1994,1211,1211,5,0
4553,JP,tacloth,,,1210,1234,39,0
4553,JP,reik,ねこハウス,2002,1210,1243,47,0
4553,CN,just_soso,,1995,1210,1220,4,0
4553,RU,kostyayatsok,,2000,1210,1210,6,0
4553,JP,MighterK,,1998,1210,1210,17,0
4553,BR,kallaseldor,UNIFEI,1998,1210,1280,3,0
4553,JP,shinchan,明石高専,2002,1210,1249,55,0
4553,JP,uts45,東京大学,1993,1210,1235,20,0
4553,JP,vocatetsu,とーだい,1999,1210,1276,23,0
4553,JP,mashinosatoshi,,1982,1210,1210,22,0
4553,JP,nnsr,,2019,1210,1210,19,0
4564,JP,Cubic,mercari,1995,1209,1209,9,0
4564,JP,sei0o,明石高専,2001,1209,1209,21,0
4564,JP,atsushi015,なし,,1209,1301,29,0
4564,JP,sanoyatsu,,,1209,1243,15,0
4564,CN,lzjzlj,,,1209,1209,3,0
4564,JP,asuma,Tokyo Institute of Technology,1996,1209,1237,17,0
4564,JP,Bison,The University of Tokyo,1998,1209,1233,13,0
4564,JP,mitsuo0114,,,1209,1297,29,0
4564,JP,kawap23,無職,1995,1209,1220,20,0
4564,CN,Argentina_,,,1209,1209,1,0
4574,JP,ryskchy,なし,,1208,1208,8,0
4574,JP,nyashiki,The University of Tokyo,,1208,1425,44,0
4574,JP,fabon,Страна восходящего солнца,2001,1208,1208,14,0
4574,JP,yebityon,Rits.univ,1997,1208,1208,45,0
4574,JP,Microbe,,2000,1208,1228,30,0
4574,JP,nomi,,1998,1208,1310,67,0
4574,JP,jasamdobro,,1989,1208,1231,24,0
4574,JP,ready_player074,,,1208,1223,33,0
4574,US,wjeng,,2002,1208,1208,6,0
4574,JP,silviase,Tokyo Institute of Technology,1999,1208,1280,25,0
4574,IN,preeyadarshee,,1998,1208,1208,12,0
4574,JP,Zu_rin,Tokyo University of Agriculture and Technology,,1208,1208,25,0
4574,JP,knohkw,,,1208,1210,15,0
4574,CN,Cavalier23,13758707739,2004,1208,1208,6,0
4588,JP,sssbear,Shizuoka.Univ,,1207,1221,52,0
4588,JP,pedish,,,1207,1349,9,0
4588,JP,obsproth,　,,1207,1449,48,0
4588,JP,KuroUron,msi,,1207,1255,23,0
4588,CN,CalvinJin,,2001,1207,1207,2,0
4588,JP,new_textfile,,2001,1207,1207,35,0
4588,JP,Maluspumila,,1994,1207,1207,8,0
4588,JP,rainy2041,,1998,1207,1220,28,0
4588,CN,cszclin,The University of Tokyo,1995,1207,1305,10,0
4597,JP,y3eadgbe,Indeed,1991,1206,1206,1,0
4597,CN,smallcattom,,,1206,1297,21,0
4597,CN,zorulee,,1996,1206,1228,8,0
4597,JP,capra314cabra,Paken,2004,1206,1241,33,0
4597,JP,nii, kaiyo academy,2001,1206,1375,39,0
4597,CN,sortmin,,1998,1206,1360,14,0
4597,JP,tkygtr6,東京大学,1996,1206,1361,19,0
4597,TW,joylintp,HSNU,2003,1206,1206,13,0
4597,JP,mo_mo_,Kyoto Univ.,1997,1206,1220,16,0
4597,JP,mmnk_atcoder,苫小牧高専,2001,1206,1206,31,0
4597,IN,sahil99,,1999,1206,1206,19,0
4597,US,Bubbles,,1987,1206,1271,7,0
4597,IT,MyK_00L,,2000,1206,1206,2,0
4597,KR,djkim0613,,1997,1206,1206,2,0
4611,BD,sazerterus25,,1996,1205,1787,14,0
4611,KR,t1234,,,1205,1303,29,0
4611,IN,dark_n8,IIT (BHU) Varanasi,1996,1205,1205,3,0
4611,JP,yuchiki,,,1205,1311,20,0
4611,JP,Delta114514,,2002,1205,1205,30,0
4611,KR,joker_x,Sogang University,1995,1205,1249,17,0
4611,BG,Sorting,,2003,1205,1205,5,0
4611,KG,JustLive,,1996,1205,1271,5,0
4611,JP,kontotto,,1993,1205,1205,10,0
4611,JP,tks_fj,,1991,1205,1223,23,0
4611,JP,tsubuanko,The University of Tokyo,1998,1205,1244,32,0
4611,CN,ZzZZCHS,,2000,1205,1375,4,0
4623,RO,teoionescu,Unibuc,1997,1204,1204,3,0
4623,AM,KARM,,1999,1204,1204,4,0
4623,IN,madhur4127,,1998,1204,1204,16,0
4623,JP,DoUWantToKnow,,,1204,1204,4,0
4623,JP,YayoiAyai,,1994,1204,1235,19,0
4623,JP,habroptilus,UT,1995,1204,1204,16,0
4623,JP,pointN,knct,2000,1204,1204,27,0
4623,IR,AlirezaNa,,,1204,1204,3,0
4631,JP,Ronly,UEC,2017,1203,1203,26,0
4631,IN,rogerwa,,1996,1203,1276,13,0
4631,JP,Kirin0890,NAIST,,1203,1228,40,0
4631,JP,ro_to_m,,,1203,1203,5,0
4631,JP,tamuhey,,1993,1203,1329,31,0
4631,JP,odanny,kobe univ,1996,1203,1203,32,0
4631,JP,ryota717,千葉大学,1995,1203,1217,33,0
4631,JP,bansakuaoi,,,1203,1203,15,0
4639,JP,dai1741,Student,,1202,1202,2,0
4639,JP,shouta,tut,,1202,1342,21,0
4639,JP,TowersofHanoi,https://github.com/koukimetal/jspro,1990,1202,1202,6,0
4639,JP,y1r,Tokyo Institute of Technology,1996,1202,1233,21,0
4639,JP,hogeki,会社員,,1202,1237,35,0
4639,IL,YourRatzon,Hebrew University of Jerusalem,1986,1202,1202,4,0
4639,JP,oxsoft,Recruit Lifestyle,1990,1202,1236,6,0
4639,JP,Laika,Osaka University,1998,1202,1202,56,0
4639,CN,wy506122121,,1992,1202,1202,4,0
4639,JO,abo_od303,JUST,1997,1202,1202,6,0
4639,IN,Journey_begins,,1999,1202,1202,6,0
4639,JP,etsuko,,,1202,1202,9,0
4651,JP,utgwkk,Kyoto University,1996,1201,1246,13,0
4651,JP,namayaki,,1900,1201,1239,19,0
4651,IN,shariquemohd,,1996,1201,1201,6,0
4651,IN,avvinci,,1996,1201,1201,2,0
4651,JP,koka,none,,1201,1201,36,0
4651,UA,philologist,,,1201,1201,4,0
4651,FR,tomsyd,,,1201,1232,42,0
4651,CN,a541607120101,54,1998,1201,1201,15,0
4651,CN,littleming,NFLS,2002,1201,1201,1,0
4651,CN,AlanWaP,Georgia Institute of Technology,1995,1201,1264,5,0
4651,JP,irisrune,"Amifiable Co., Ltd",1991,1201,1292,25,0
4651,UA,chb19,,2001,1201,1201,5,0
4651,JP,HoneyMack,,2000,1201,1201,14,0
4651,VN,ndhuy,,,1201,1201,5,0
4665,JP,majiang,,,1200,1245,7,0
4665,JP,kotarou,和食,,1200,1213,6,0
4665,JP,shiba6v,Kyoto University,1996,1200,1213,39,0
4665,JP,ntgo,jfcr,1984,1200,1238,48,0
4665,JP,txmy,東京大学,1992,1200,1208,19,0
4665,CN,xzz_233,1,,1200,1200,1,0
4665,HK,haleyk100198,The University of Hong Kong,1998,1200,1200,2,0
4665,JP,MatsuTaku,Tokushima University,1996,1200,1392,43,0
4665,JP,aririri,,1987,1200,1278,18,0
4665,JP,akz0724,Nanamori Middle School,,1200,1221,9,0
4665,JP,nond1346,,,1200,1220,13,0
4665,JP,mattyan1053,Chiba University.,1998,1200,1256,29,0
4665,CN,galaxy_yr,,2003,1200,1200,1,0
4665,JP,ayatosuzuki,,,1200,1204,24,0
4665,JP,flyio,,,1200,1220,19,0
4665,CN,zyt1253679098,,2002,1200,1200,1,0
4665,KR,Wismal,,,1200,1200,1,0
4665,CN,tiansu,,,1200,1200,1,0
4665,CN,CDEGAE,,,1200,1200,1,0
4665,CN,QutarZ_Z,,2003,1200,1200,1,0
4665,IN,yogeshk972,"university school of information, communication and technology",1999,1200,1220,9,0
4665,CN,Ghastlcon,,1990,1200,1200,1,0
4687,MC,NightRaven,,,1199,1348,11,0
4687,UA,akame,,1995,1199,1199,2,0
4687,JP,feele,Kyoto University,1998,1199,1223,23,0
4687,JP,jimacs,,,1199,1199,8,0
4687,VN,EntityIT,,2002,1199,1199,6,0
4687,JP,lynmisakura,,,1199,1199,29,0
4687,JP,taxi1729,,2002,1199,1221,33,0
4687,JP,ttyskg,,1988,1199,1236,35,0
4687,JP,mdstoy,,1973,1199,1210,33,0
4687,IN,sharma235,,1999,1199,1199,5,0
4697,JP,k_ashiya,Kyoto Univ.,1994,1198,1210,42,0
4697,DE,Alicen,FAU,,1198,1216,5,0
4697,JP,Fulltea,UT,1997,1198,1236,18,0
4697,CN,bogo,,2000,1198,1247,15,0
4697,CN,Orz,,,1198,1198,8,0
4697,CN,hnust_TangYuefan,,,1198,1216,12,0
4697,JP,islet,,1998,1198,1198,10,0
4697,JP,micklo,,1991,1198,1218,27,0
4697,JP,kens,The University of Tokyo,1998,1198,1274,13,0
4697,JP,KaigyakuRoushi,,,1198,1200,16,0
4697,IN,shivam940,,1997,1198,1198,1,0
4697,CN,MicroMaker,"Chengguan Middle School, Xinchang, Shaoxing, Zhejiang, China",2005,1198,1198,7,0
4709,MX,IvanAli,,1995,1197,1197,4,0
4709,JP,iwakiriK, Kochi University of Technology,1998,1197,1249,50,0
4709,IN,Dazzler,BIT Mesra,1997,1197,1309,30,0
4709,JP,eagle_i,Hokkaido University,1997,1197,1208,24,0
4709,CN,PhantomAgony,,,1197,1197,11,0
4709,CN,So_Interesting,,,1197,1197,3,0
4709,JP,qqr_i,Chiba University,1997,1197,1201,52,0
4709,IN,adarshagr8,,2000,1197,1197,4,0
4717,JP,tata,,,1196,1421,36,0
4717,KR,mathking1021,,,1196,1196,11,0
4717,JP,masatomo,,,1196,1205,18,0
4717,CN,wysmm,,1998,1196,1230,15,0
4717,CN,low_and_up,,1997,1196,1196,16,0
4717,RU,Angelgleb,,1997,1196,1196,11,0
4717,TM,KemalSenior,,1998,1196,1196,6,0
4717,JP,zhupeijun,,,1196,1196,12,0
4717,CN,icynias,,,1196,1196,7,0
4717,JP,KouMikage,,1985,1196,1212,44,0
4717,JP,straycat,,1993,1196,1241,17,0
4717,JP,wattaihei,The University of Tokyo,1997,1196,1196,16,0
4729,IN,firehawk,Indian Institute of Technology Indore,,1195,1195,3,0
4729,JP,sgtukk0128,,1997,1195,1222,23,0
4729,CN,nobleman1,,1998,1195,1195,18,0
4729,JP,Noiri,shinshu university,1998,1195,1195,43,0
4729,KR,gs18113,,2002,1195,1195,2,0
4729,JP,Autumn_A,HiroshimaUniversity,2000,1195,1305,43,0
4729,JP,Valkyrja,Keio University,1998,1195,1195,46,0
4729,IN,sanket,,2000,1195,1263,8,0
4737,CN,hzk,,,1194,1194,5,0
4737,JP,meg,,,1194,1224,29,0
4737,JP,gorogoroumaru1,,,1194,1249,24,0
4737,CN,forever_shi,QDEZ,1926,1194,1194,8,0
4737,CN,MLEAutoMaton,,,1194,1194,7,0
4742,IN,vg_atcoder,,1996,1193,1229,9,0
4742,ID,akumahappanatuh,,2000,1193,1210,22,0
4742,CN,CXY,,2001,1193,1193,6,0
4742,JP,hornistyf,Hokkaido University,1983,1193,1310,43,0
4742,JP,Yoko453,The University of Tokyo,1998,1193,1193,15,0
4742,JP,yasukawaida,,,1193,1193,12,0
4748,CN,yuiouiop,,,1192,1322,7,0
4748,JP,shoh22,,1995,1192,1192,14,0
4748,CN,ddq1997421,,1997,1192,1192,4,0
4748,CN,ypxrain,,,1192,1192,1,0
4748,JP,saba,Ritsumeikan University,1999,1192,1215,43,0
4748,US,benpr99,,,1192,1192,5,0
4748,CN,Gaozijian,,,1192,1192,2,0
4755,JP,yambe2002,None,,1191,1217,10,0
4755,JP,Kuni88,Kwansei Gakuin Univ.,1993,1191,1266,12,0
4755,JP,hikalium,,,1191,1191,23,0
4755,JP,momentquiz,tdj high,2002,1191,1191,19,0
4755,IN,knack,,,1191,1191,7,0
4755,JP,private_yusuke,ckkpd,2001,1191,1229,43,0
4755,JP,jellyfish,"National Institute of Technology, Nara College",2002,1191,1256,66,0
4755,JP,momasahrio,,,1191,1191,11,0
4755,IN,dush1729,,,1191,1272,9,0
4764,JP,eduidl,,1993,1190,1330,19,0
4764,JP,kiriyako,,1997,1190,1190,13,0
4766,JP,henoc,earth,,1189,1189,19,0
4766,JP,terakun,,1996,1189,1317,32,0
4766,JP,kerotan,kerotan,,1189,1250,16,0
4766,CN,chibaheit,,1996,1189,1189,3,0
4766,RO,Dennord,,1998,1189,1212,14,0
4766,JP,atsu_c,TMU,1997,1189,1269,41,0
4766,BR,GabrielCamargo,University of Sao Paulo,1996,1189,1198,6,0
4766,RU,olevino,NRU HSE,1999,1189,1189,3,0
4766,JP,mizuff,,1994,1189,1189,12,0
4766,CN,Night,,,1189,1189,7,0
4766,JP,one0803,,1998,1189,1189,17,0
4766,JP,Doremi,東京大学,1999,1189,1189,23,0
4766,CN,Oracle_L,,2019,1189,1189,1,0
4779,JP,ojjiy,NTTDATA,,1188,1188,6,0
4779,JP,shomu36,Nagoya University,1996,1188,1222,40,0
4779,IN,killer_bee,,1997,1188,1188,7,0
4779,GE,Ozycchi,Ozycchi,1994,1188,1273,8,0
4779,IN,ayushtiku5,"DA-IICT, Gandhinagar",1998,1188,1275,5,0
4779,IN,shall_we_begin,IIITA,1998,1188,1248,9,0
4779,CN,mjt,,,1188,1218,6,0
4779,CN,Dyswan,,1999,1188,1188,5,0
4779,AF,raphiaton,,,1188,1188,3,0
4788,JP,ryouri,,,1187,1187,7,0
4788,JP,kotapiku,,,1187,1223,10,0
4788,CN,steins,,,1187,1187,5,0
4788,RU,qumeric,Google,1997,1187,1187,3,0
4788,CN,zjqaq,,2001,1187,1187,5,0
4788,IR,Rkh2002,,2002,1187,1187,5,0
4788,JP,genomas,The University of Tokyo,,1187,1207,18,0
4788,JP,paranoia888,,1995,1187,1187,11,0
4788,IN,kudo1234,,1998,1187,1187,15,0
4797,JP,itchyny,Hatena,,1186,1186,4,0
4797,CN,chitanda,,,1186,1186,2,0
4797,JP,yurutechdon,,1973,1186,1186,7,0
4797,CN,zxz666,HUAS,1999,1186,1186,22,0
4797,JP,tokotoko7777,,1998,1186,1233,35,0
4797,JP,charhan,The University of Tokyo,1998,1186,1199,18,0
4797,TJ,Nodir_Bobiev,"Hkl, Dushanbe",2002,1186,1186,7,0
4804,JP,ehot_rascal,,,1185,1368,23,0
4804,JP,somen03,UoA,1998,1185,1218,14,0
4804,PL,Pand,University of Warsaw,1994,1185,1185,3,0
4804,JP,takiteke,東京工業大学,1997,1185,1185,16,0
4804,JP,contest,,,1185,1200,23,0
4804,JP,kingyo,,1985,1185,1298,31,0
4804,CN,shjzhqm,,,1185,1185,1,0
4804,CN,hjww,,,1185,1185,2,0
4804,JP,wkkautas,,,1185,1222,16,0
4804,JP,godotmulfunc,ut,1990,1185,1185,20,0
4804,IN,gupta_samarth,BITS Goa,1998,1185,1185,9,0
4804,JP,hpp,Nagoya University,1998,1185,1185,19,0
4816,JP,asami_KA,NDL,,1184,1388,29,0
4816,JP,teamhimeE,none,1996,1184,1184,7,0
4816,CN,Neroldy,京都大学,1994,1184,1222,42,0
4816,LT,IceLady,,1992,1184,1301,31,0
4816,CN,wyz1251612514,,1996,1184,1184,8,0
4816,CN,Cruiying,,1997,1184,1184,14,0
4822,JP,tube_worm,東京大学,,1183,1266,12,0
4822,JP,muras,,1987,1183,1183,24,0
4822,TW,bknbkn,,,1183,1183,8,0
4822,CN,eeryi,,,1183,1183,13,0
4822,BE,Daili,,2001,1183,1240,22,0
4822,JP,epopaca,"Not in Education, Employment or Training",1999,1183,1226,29,0
4822,JP,OribeYasuna,キルミーベイベー,2001,1183,1183,30,0
4829,JP,moc,社会人,,1182,1222,22,0
4829,IN,apoorv024,,1996,1182,1206,6,0
4829,KZ,AnuarTB,,,1182,1182,2,0
4829,JP,naminodarie,,1991,1182,1260,17,0
4829,NL,ernestvw,Lycee Lavoisier,2001,1182,1182,3,0
4829,CN,orzhjz,orz_hjz,2003,1182,1278,5,0
4829,JP,slimepettan,,,1182,1182,30,0
4829,CN,lyh543,UESTC,2000,1182,1182,6,0
4829,CN,Jokerq,,2004,1182,1206,7,0
4838,JP,nosnosnos,ひかりのせんしのゆうしゃ,1990,1181,1312,42,0
4838,JP,bombra108,Saitama University,1997,1181,1357,62,0
4838,US,CatDog456,,2000,1181,1209,25,0
4838,JP,keikubo,,1985,1181,1188,24,0
4838,CN,CIao,,,1181,1181,4,0
4838,JP,MotoAtcoder,Rakusei,2003,1181,1194,54,0
4838,JP,yasu42810,Tokushima University,1996,1181,1208,26,0
4838,JP,trasta,,2000,1181,1210,25,0
4846,JP,adusa1019,NSSOL,,1180,1197,15,0
4846,JP,marble0117,,1997,1180,1180,16,0
4846,CN,lyd729,,,1180,1180,2,0
4846,JP,tonnnura172,,,1180,1210,25,0
4846,IN,mufaddalnaya,Nirma University,1999,1180,1180,7,0
4851,JP,theoldmoon0602,,,1179,1277,34,0
4851,JP,namyn,,2000,1179,1253,9,0
4851,IN,JacobianDet,,1998,1179,1247,7,0
4851,JP,mui_nyan,フリーランス,1990,1179,1179,16,0
4851,CN,Loging,,,1179,1179,4,0
4856,JP,cider,,,1178,1273,36,0
4856,JP,jj,,,1178,1178,20,0
4856,JP,papamitra,,,1178,1208,23,0
4856,IN,avi892nash,,1999,1178,1197,10,0
4856,CN,WW228,,,1178,1209,20,0
4856,IN,Golmol,,,1178,1178,6,0
4856,CN,ckxkexing,Zhejiang Sci-Tech University,,1178,1178,2,0
4856,PL,tmkkk,,2000,1178,1178,4,0
4856,PL,rjiuk3566,,1995,1178,1178,4,0
4856,JP,bio4eta,Tokyo Institute of Technology,,1178,1178,24,0
4856,CN,chhshcy,,2002,1178,1178,2,0
4867,JP,yasuyuky,undefined,,1177,1379,55,0
4867,JP,eigh8_t, ,1986,1177,1205,35,0
4867,BE,HDevillez,,,1177,1177,3,0
4867,JP,mosmos21,,1994,1177,1300,52,0
4867,CN,yutian,,1996,1177,1177,5,0
4867,BD,Mr_Emrul,"Metropolitan University, Sylhet",1997,1177,1177,7,0
4867,JP,skjmp,,1992,1177,1373,93,0
4867,CN,hustsongwenhao,,,1177,1177,2,0
4867,JP,piotrsmu,,1988,1177,1177,1,0
4867,JP,tallestorange,大岡山国立公園,1994,1177,1246,23,0
4867,XX,lyzzr,,,1177,1177,3,0
4867,IR,mehrdad_sohrabi,,2002,1177,1177,2,0
4879,SY,WaelAlJamal,,1997,1176,1331,25,0
4879,KR,dcshin,,,1176,1353,21,0
4879,JP,hango,University of Yamanashi,1998,1176,1220,37,0
4879,IN,dhruval161,DA-IICT,1999,1176,1176,3,0
4879,JP,dnek,"KMC, DNEK",1994,1176,1224,21,0
4879,LT,JustasLe,,2001,1176,1176,7,0
4879,JP,seema,,1997,1176,1280,30,0
4879,JP,koneco,,1979,1176,1176,6,0
4887,JP,strasp09,OCU,,1175,1241,17,0
4887,JP,masan4444,Kyoto University,1998,1175,1188,32,0
4887,JP,keikun2000,,2000,1175,1191,24,0
4887,CN,yjl9903,,1999,1175,1175,7,0
4891,JP,DSMcKey,,1993,1174,1269,33,0
4891,JP,hayabusa104,Waseda University,1996,1174,1226,17,0
4891,AZ,muradeyn,,2003,1174,1174,11,0
4891,IN,rishik123,,2000,1174,1174,11,0
4891,JP,Takemaro,,,1174,1174,22,0
4891,CN,Dicer_,,1998,1174,1174,5,0
4891,JP,zawanishi,,1991,1174,1175,17,0
4891,JP,hagi,,1994,1174,1174,11,0
4891,JP,tsugitta,,1994,1174,1174,12,0
4900,KR,chan4928,High School,1999,1173,1173,4,0
4900,CN,fold,fold,,1173,1173,9,0
4900,CN,Azrael_Death,,2002,1173,1173,4,0
4900,CN,YIMEI,,2002,1173,1173,2,0
4900,US,TooBad,,2001,1173,1173,25,0
4900,JP,kalevala,,,1173,1230,18,0
4900,JP,Ruki,東京工業大学,1999,1173,1215,18,0
4900,JP,takytank,,,1173,1201,21,0
4900,CN,hewenkun,a,2003,1173,1173,4,0
4900,JP,hcr,,,1173,1173,17,0
4910,JP,kebus,京都大学,,1172,1173,39,0
4910,IN,HoHenHeim,DAIICT,1997,1172,1172,3,0
4910,JP,kichi,,1974,1172,1191,15,0
4910,RS,theSitzr,,2001,1172,1172,4,0
4910,JP,Coki628,,1986,1172,1294,48,0
4910,CN,biantai,,,1172,1172,7,0
4910,VN,hoabinh,,1997,1172,1172,10,0
4910,JP,ringo9971,,1998,1172,1172,23,0
4910,JP,mutty,,1992,1172,1172,10,0
4910,JP,gmmtea,東京工業大学,,1172,1172,23,0
4920,JP,pshiko,大学,,1171,1232,32,0
4920,JP,ky0r0suke,,,1171,1184,8,0
4922,JP,yuki2006,Japan,,1170,1507,71,0
4922,IN,meetsid20,IIIT Delhi,1997,1170,1170,5,0
4922,JP,Dice64,,1994,1170,1170,13,0
4922,JP,javasparrow,,,1170,1192,13,0
4922,CN,john2005,NFLS,2005,1170,1170,16,0
4922,IN,NishantAryaKumaw,,1999,1170,1181,14,0
4922,JP,moikilo002,keio university M2,1994,1170,1345,24,0
4922,IN,Mukundan314,,2005,1170,1170,14,0
4922,JP,ASTR1104,,1985,1170,1216,19,0
4922,JP,OKCH3COOH,学生,1996,1170,1170,19,0
4922,CN,Mr_Food,,2003,1170,1170,2,0
4933,JP,rollman,Aizu high school,,1169,1208,20,0
4933,ID,dancinggrass,Institut Teknologi Bandung,1995,1169,1306,5,0
4933,CN,Naturain,,,1169,1169,2,0
4933,MA,blencer,Grenoble INP - Ensimag,1997,1169,1169,8,0
4933,IN,sagsango,"Indian Institute of Engineering Science and Technology, Shibpur",1999,1169,1205,13,0
4933,JP,SIGSEGV,NEET,1994,1169,1169,10,0
4939,JP,ikea0064,society,,1168,1429,43,0
4939,JP,aokabi,Kyoto University,1996,1168,1168,33,0
4939,CN,minamikotori,,,1168,1213,4,0
4939,JP,crom,Hamamatsu Technical High School,2001,1168,1168,78,0
4939,JP,springroll,,1997,1168,1234,32,0
4939,JP,takaashi,,1986,1168,1185,24,0
4945,JP,ourtake,なし,,1167,1246,31,0
4945,RU,naagi,St.-Petersburg Physics and Mathematics Lyseum # 30,1984,1167,1167,6,0
4945,CN,Lazer2001,GCD,2001,1167,1167,3,0
4945,CN,frf,,2000,1167,1167,5,0
4945,CN,hnust_sunpangbo,Hunan University of Science and Technology,1998,1167,1179,21,0
4945,IN,Mn619,IIT Roorkee,1999,1167,1167,7,0
4945,CL,Yakusoku,,1992,1167,1167,3,0
4945,JP,bpine,KPMG AZSA LLC,1977,1167,1308,20,0
4945,JP,fjordy,東京大学,1998,1167,1167,8,0
4945,CN,hkxadpall,,2005,1167,1167,6,0
4945,CN,jack234232,,,1167,1167,8,0
4945,EG,ahmad_salah,,2001,1167,1167,8,0
4945,CN,Home3,,,1167,1241,5,0
4958,JP,shimataku,,,1166,1166,19,0
4958,JP,arkhe,東京工業大学,,1166,1206,10,0
4958,IN,paradox,,,1166,1166,3,0
4958,JP,asaka,The University of Tokyo,1998,1166,1288,50,0
4958,JP,hamray,DENX,1998,1166,1246,47,0
4958,US,Redux,New York University,,1166,1166,2,0
4958,JP,akun0716,,2002,1166,1188,49,0
4958,JP,nYJee,,1991,1166,1166,12,0
4958,LV,Pakalns,,1996,1166,1166,1,0
4967,ID,reiva5,Institut Teknologi Bandung,1997,1165,1165,27,0
4967,JP,side,豊田の高専監獄,1999,1165,1176,80,0
4967,SG,Die_Welle,Nanyang Technological University,1998,1165,1165,4,0
4967,US,jinaybjain,,2002,1165,1165,7,0
4967,CN,NewErA,,,1165,1165,6,0
4967,JP,ken_oz,,1991,1165,1193,27,0
4967,JP,qtk,,,1165,1209,8,0
4967,CN,zj713300,Xianyang Caihong School,2000,1165,1175,6,0
4975,IN,lashavi,"Birla Institute of Technology , Patna",1996,1164,1183,8,0
4975,VN,I_Love_Pork,,2000,1164,1164,4,0
4975,RU,Quid,,,1164,1230,6,0
4975,CN,xiaohejun,,1998,1164,1164,24,0
4975,JP,tabinessie,,1994,1164,1255,25,0
4975,JP,shimarut,,1989,1164,1164,24,0
4975,CN,zxyoi,,,1164,1165,6,0
4982,JP,tohusoy,Tokyo Institute of Technology,1997,1163,1276,26,0
4982,JP,gakugaku23,none,,1163,1163,10,0
4982,HK,sy9351,,,1163,1163,8,0
4982,CN,skylee,Zhenhai High School,2003,1163,1163,2,0
4982,JP,Bondo416,Hokkaido University,1995,1163,1163,49,0
4982,JP,reg7777,鹿児島大学,1998,1163,1219,57,0
4982,JP,hrt9092,,1998,1163,1166,33,0
4982,TN,AmEr_Tinsley,TEK UP,1995,1163,1163,8,0
4982,CN,ndfdjcwlw,gg orz ,2018,1163,1176,7,0
4991,JP,d2verb,Okayama University,,1162,1193,17,0
4991,JP,xztaityozx,,1995,1162,1179,64,0
4991,CN,Mcg1nn,,,1162,1200,3,0
4991,RU,dddd,,,1162,1162,18,0
4991,CN,Nietzsche233,DP Religion,2001,1162,1162,5,0
4991,JP,ir_1st_vil,,2002,1162,1162,33,0
4991,JP,fermium100,京都大学,1989,1162,1162,5,0
4998,JP,qavion,TMU,1997,1161,1161,17,0
4998,CN,NotDeep,,,1161,1161,6,0
4998,JP,aimy,professional,1979,1161,1337,36,0
